Subsidiaries,Channel,Product Type,Version,Sales Staff,Order Date,Quantity,Cash Discount,Volume Discount,Freight,Returns and Allowances
GO Central Europe,Direct Marketing,Golf Accessories,Budget version 2,"Michel, Élizabeth",7-Oct,29,37.81,24.66,117.5,51.09
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 1,"Jauvin, Étienne",7-Aug,1152,144.96,94.49,450.72,195.97
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 1,"Jever, Frank",7-Mar,495,62.38,40.67,193.97,84.33
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 1,"Lattrez, Yvette",7-Apr,524,66.08,43.07,205.38,89.3
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 1,"Lattrez, Yvette",7-Aug,670,84.41,55.02,262.46,114.11
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 1,"Lattrez, Yvette",7-Jun,423,53.2,34.69,165.47,71.94
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 2,"Jauvin, Étienne",7-Aug,1194,155,101.04,481.89,209.52
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 2,"Jever, Frank",7-Mar,518,67.11,43.74,208.64,90.71
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 2,"Lattrez, Yvette",7-Apr,546,70.9,46.2,220.37,95.81
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 2,"Lattrez, Yvette",7-Aug,693,89.76,58.55,279.14,121.37
GO Central Europe,Direct Marketing,Insect Repellents,Budget version 2,"Lattrez, Yvette",7-Jun,438,56.72,36.97,176.31,76.66
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Browne, Emily",7-Jun,583,594.7,387.67,1848.99,803.91
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Clermont, Émile",7-Jun,1049,1070.44,697.84,3328.18,1447.03
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Jauvin, Étienne",7-Aug,1792,1828.7,1192.17,5685.63,2472.01
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Jever, Frank",7-Mar,626,639.29,416.79,1987.66,864.2
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Jever, Frank",7-Oct,962,981.26,639.69,3050.83,1326.45
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Lattrez, Yvette",7-Apr,408,416.3,271.38,1294.28,562.73
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Lattrez, Yvette",7-Aug,234,237.89,155.09,739.58,321.56
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Lattrez, Yvette",7-Jun,408,416.3,271.38,1294.28,562.73
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Lattrez, Yvette",7-Oct,510,520.37,339.24,1617.87,703.42
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Reed, Keith",7-Oct,800,817.7,533.08,2542.37,1105.38
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Sommer, Susanne",7-Aug,320,327.07,213.23,1016.93,442.14
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Vertemati, Gianni",7-Oct,758,773.11,504.01,2403.69,1045.08
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Walker, Janet",7-Jul,655,669.03,436.14,2080.1,904.39
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Walker, Janet",7-Oct,379,386.55,251.98,1201.84,522.54
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Winkler, Björn",7-Apr,1836,1873.29,1221.24,5824.31,2532.31
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Winkler, Björn",7-Jun,2535,2586.91,1686.45,8043.08,3496.99
GO Central Europe,Direct Marketing,Knives,Budget version 1,"Winkler, Björn",7-Sep,1253,1278.59,833.53,3975.32,1728.4
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Browne, Emily",7-Jun,613,643.17,419.28,1999.7,869.43
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Clermont, Émile",7-Jun,1093,1148.51,748.72,3570.84,1552.54
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Jauvin, Étienne",7-Aug,1865,1960.1,1277.83,6094.26,2649.68
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Jever, Frank",7-Mar,648,681.43,444.25,2118.71,921.18
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Jever, Frank",7-Oct,998,1048.94,683.84,3261.39,1418
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Lattrez, Yvette",7-Apr,423,444.08,289.53,1380.74,600.32
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Lattrez, Yvette",7-Aug,240,252.65,164.72,785.59,341.56
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Lattrez, Yvette",7-Jun,423,444.08,289.53,1380.74,600.32
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Lattrez, Yvette",7-Oct,533,558.94,364.39,1737.82,755.57
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Reed, Keith",7-Oct,830,872.86,569.02,2713.86,1179.94
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Sommer, Susanne",7-Aug,335,352.22,229.6,1095.05,476.11
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Vertemati, Gianni",7-Oct,787,826.93,539.1,2571.04,1117.84
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Walker, Janet",7-Jul,678,712.06,464.23,2213.91,962.57
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Walker, Janet",7-Oct,394,413.44,269.55,1285.5,558.91
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Winkler, Björn",7-Apr,1908,2006.03,1307.79,6237.08,2711.77
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Winkler, Björn",7-Jun,2636,2771.74,1806.94,8617.67,3746.81
GO Central Europe,Direct Marketing,Knives,Budget version 2,"Winkler, Björn",7-Sep,1304,1370.53,893.5,4261.24,1852.71
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Browne, Emily",7-Jun,743,448.94,292.65,1395.72,606.83
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Clermont, Émile",7-Jun,2040,1232.3,803.39,3831.43,1665.84
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Jauvin, Étienne",7-Oct,2156,1302.71,849.27,4050.37,1761.03
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Jever, Frank",7-Jun,1253,757.01,493.48,2353.61,1023.31
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Jever, Frank",7-Mar,3350,2024.49,1319.83,6294.51,2736.74
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Jever, Frank",7-Oct,1952,1179.51,768.92,3667.25,1594.46
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Lattrez, Yvette",7-Apr,1689,1021.08,665.65,3174.61,1380.27
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Lattrez, Yvette",7-Aug,423,255.28,166.41,793.66,345.07
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Lattrez, Yvette",7-Jun,1689,1021.08,665.65,3174.61,1380.27
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Lattrez, Yvette",7-Nov,2506,1513.98,987.01,4707.19,2046.6
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Lattrez, Yvette",7-Oct,933,563.36,367.25,1751.51,761.53
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Michel, Élizabeth",7-Dec,1807,1091.48,711.57,3393.55,1475.46
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Michel, Élizabeth",7-Oct,568,343.3,223.8,1067.32,464.05
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Reed, Keith",7-Oct,947,572.14,373,1778.89,773.43
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Sommer, Susanne",7-Aug,1428,862.6,562.37,2682.02,1166.1
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Vertemati, Gianni",7-Oct,2215,1337.93,872.23,4159.84,1808.63
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Walker, Janet",7-Apr,2565,1549.2,1009.93,4816.65,2094.2
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Walker, Janet",7-Jul,408,246.45,160.66,766.29,333.17
GO Central Europe,Direct Marketing,Lanterns,Budget version 1,"Walker, Janet",7-Oct,1718,1038.64,677.11,3229.37,1404.07
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Browne, Emily",7-Jun,773,480.51,313.25,1494,649.57
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Clermont, Émile",7-Jun,2120,1319.16,859.97,4101.42,1783.23
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Jauvin, Étienne",7-Oct,2243,1396.21,910.22,4341.01,1887.4
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Jever, Frank",7-Jun,1297,806.91,526.03,2508.79,1090.78
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Jever, Frank",7-Mar,3489,2171.37,1415.57,6751.12,2935.27
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Jever, Frank",7-Oct,2032,1264.76,824.52,3932.29,1709.69
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Lattrez, Yvette",7-Apr,1763,1097.01,715.19,3410.81,1482.96
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Lattrez, Yvette",7-Aug,438,272,177.34,845.66,367.68
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Lattrez, Yvette",7-Jun,1756,1092.51,712.2,3396.72,1476.83
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Lattrez, Yvette",7-Nov,2607,1622.87,1058,5045.72,2193.79
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Lattrez, Yvette",7-Oct,969,602.91,393.06,1874.54,815.02
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Michel, Élizabeth",7-Dec,1879,1169.56,762.45,3636.3,1581
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Michel, Élizabeth",7-Oct,590,367.2,239.36,1141.65,496.37
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Reed, Keith",7-Oct,990,616.51,401.89,1916.81,833.4
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Sommer, Susanne",7-Aug,1486,924.76,602.86,2875.23,1250.1
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Vertemati, Gianni",7-Oct,2302,1432.47,933.86,4453.78,1936.43
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Walker, Janet",7-Apr,2666,1659.12,1081.63,5158.48,2242.82
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Walker, Janet",7-Jul,430,267.45,174.35,831.57,361.55
GO Central Europe,Direct Marketing,Lanterns,Budget version 2,"Walker, Janet",7-Oct,1784,1110.61,724.01,3453.08,1501.34
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Browne, Emily",7-Jun,408,1127.87,735.3,3506.77,1524.68
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Jauvin, Étienne",7-Mar,568,1570.96,1024.15,4884.43,2123.67
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Jever, Frank",7-Jun,145,402.83,262.59,1252.41,544.53
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Jever, Frank",7-Mar,335,926.5,603.98,2880.54,1252.41
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Jever, Frank",7-Oct,640,1772.38,1155.47,5510.62,2395.92
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Lattrez, Yvette",7-Nov,88,241.68,157.58,751.44,326.71
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Lattrez, Yvette",7-Oct,320,886.19,577.71,2755.33,1197.97
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Michel, Élizabeth",7-Dec,466,1289.02,840.35,4007.74,1742.5
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Michel, Élizabeth",7-Oct,263,725.08,472.7,2254.36,980.16
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Reed, Keith",7-Oct,480,1329.28,866.57,4132.95,1796.93
GO Central Europe,Direct Marketing,Navigation,Budget version 1,"Vertemati, Gianni",7-Oct,495,1369.59,892.83,4258.2,1851.39
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Browne, Emily",7-Jun,423,1203.23,784.39,3740.96,1626.5
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Jauvin, Étienne",7-Mar,590,1680.34,1095.45,5224.43,2271.49
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Jever, Frank",7-Jun,154,435.65,284,1354.48,588.9
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Jever, Frank",7-Mar,350,995.75,649.15,3095.96,1346.07
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Jever, Frank",7-Oct,670,1908.56,1244.21,5933.96,2579.98
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Lattrez, Yvette",7-Nov,88,248.95,162.31,774,336.52
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Lattrez, Yvette",7-Oct,328,933.54,608.57,2902.48,1261.95
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Michel, Élizabeth",7-Dec,488,1389.93,906.12,4321.43,1878.88
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Michel, Élizabeth",7-Oct,270,767.58,500.39,2386.48,1037.6
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Reed, Keith",7-Oct,495,1410.66,919.63,4385.96,1906.94
GO Central Europe,Direct Marketing,Navigation,Budget version 2,"Vertemati, Gianni",7-Oct,518,1472.91,960.21,4579.43,1991.06
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Browne, Emily",7-Jun,320,1166.4,760.4,3626.49,1576.73
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Jauvin, Étienne",7-Oct,918,3340.13,2177.48,10384.93,4515.19
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Jever, Frank",7-Jun,874,3181.08,2073.81,9890.37,4300.16
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Jever, Frank",7-Oct,598,2173.74,1417.08,6758.43,2938.45
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Lattrez, Yvette",7-Aug,379,1378.47,898.63,4285.85,1863.41
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Lattrez, Yvette",7-Jun,350,1272.43,829.52,3956.15,1720.07
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Lattrez, Yvette",7-Nov,640,2332.79,1520.8,7252.94,3153.45
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Lattrez, Yvette",7-Oct,773,2809.95,1831.86,8736.51,3798.48
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Michel, Élizabeth",7-Dec,815,2969.01,1935.54,9231.01,4013.48
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Michel, Élizabeth",7-Oct,204,742.25,483.89,2307.78,1003.38
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Sommer, Susanne",7-Aug,160,583.2,380.18,1813.22,788.36
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Vertemati, Gianni",7-Oct,160,583.2,380.18,1813.22,788.36
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Walker, Janet",7-Apr,408,1484.5,967.79,4615.51,2006.74
GO Central Europe,Direct Marketing,Packs,Budget version 1,"Winkler, Björn",7-Dec,583,2120.72,1382.53,6593.58,2866.77
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Browne, Emily",7-Jun,335,1255.98,818.81,3905.05,1697.85
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Jauvin, Étienne",7-Oct,962,3604.15,2349.6,11205.83,4872.1
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Jever, Frank",7-Jun,910,3413.04,2225.02,10611.58,4613.73
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Jever, Frank",7-Oct,619,2320.84,1513,7215.89,3137.34
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Lattrez, Yvette",7-Aug,400,1501.72,978.98,4669.11,2030.05
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Lattrez, Yvette",7-Jun,364,1365.22,890.02,4244.6,1845.48
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Lattrez, Yvette",7-Nov,663,2484.67,1619.79,7725.24,3358.8
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Lattrez, Yvette",7-Oct,800,3003.48,1958.01,9338.17,4060.07
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Michel, Élizabeth",7-Dec,845,3167.3,2064.8,9847.52,4281.53
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Michel, Élizabeth",7-Oct,211,791.84,516.22,2461.88,1070.38
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Sommer, Susanne",7-Aug,168,628.01,409.38,1952.52,848.92
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Vertemati, Gianni",7-Oct,168,628.01,409.38,1952.52,848.92
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Walker, Janet",7-Apr,423,1583.63,1032.4,4923.76,2140.77
GO Central Europe,Direct Marketing,Packs,Budget version 2,"Winkler, Björn",7-Dec,604,2266.26,1477.41,7046.09,3063.52
GO Central Europe,Direct Marketing,Putters,Budget version 1,"Clermont, Émile",7-Jun,394,947.41,617.67,2945.69,1280.73
GO Central Europe,Direct Marketing,Putters,Budget version 1,"Jauvin, Étienne",7-Aug,160,385.97,251.62,1200.11,521.79
GO Central Europe,Direct Marketing,Putters,Budget version 1,"Michel, Élizabeth",7-Oct,480,1157.97,754.92,3600.27,1565.33
GO Central Europe,Direct Marketing,Putters,Budget version 2,"Clermont, Émile",7-Jun,408,1011.98,659.71,3146.43,1368.01
GO Central Europe,Direct Marketing,Putters,Budget version 2,"Jauvin, Étienne",7-Aug,168,415.63,270.98,1292.27,561.86
GO Central Europe,Direct Marketing,Putters,Budget version 2,"Michel, Élizabeth",7-Oct,503,1246.93,812.88,3876.87,1685.6
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Clermont, Émile",7-Jun,145,887.53,578.6,2759.43,1199.75
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Jauvin, Étienne",7-Oct,640,3905.09,2545.8,12141.47,5278.9
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Jever, Frank",7-Jun,1108,6745.14,4397.28,20971.62,9118.1
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Jever, Frank",7-Oct,350,2130.04,1388.63,6622.61,2879.4
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Lattrez, Yvette",7-Aug,234,1420.03,925.74,4415.07,1919.6
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Lattrez, Yvette",7-Jun,263,1597.54,1041.45,4966.97,2159.55
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Lattrez, Yvette",7-Oct,933,5680.1,3702.96,17660.34,7678.41
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Michel, Élizabeth",7-Dec,598,3638.84,2372.21,11313.65,4918.98
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Michel, Élizabeth",7-Oct,204,1242.51,810.03,3863.18,1679.64
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Vertemati, Gianni",7-Oct,379,2307.55,1504.35,7174.51,3119.35
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Walker, Janet",7-Apr,234,1420.03,925.74,4415.07,1919.6
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Walker, Janet",7-Jul,480,2928.83,1909.36,9106.12,3959.18
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Walker, Janet",7-Oct,116,710.01,462.89,2207.54,959.8
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Winkler, Björn",7-Apr,305,1863.79,1215.04,5794.79,2519.47
GO Central Europe,Direct Marketing,Rope,Budget version 1,"Winkler, Björn",7-Oct,234,1420.03,925.74,4415.07,1919.6
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Clermont, Émile",7-Jun,154,959.85,625.74,2984.3,1297.52
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Jauvin, Étienne",7-Oct,670,4205.05,2741.37,13074.17,5684.42
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Jever, Frank",7-Jun,1152,7221.73,4707.99,22453.45,9762.37
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Jever, Frank",7-Oct,364,2285.35,1489.85,7105.52,3089.36
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Lattrez, Yvette",7-Aug,240,1508.36,983.31,4689.66,2038.98
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Lattrez, Yvette",7-Jun,270,1691.18,1102.5,5258.1,2286.13
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Lattrez, Yvette",7-Oct,969,6079.05,3963.06,18900.67,8217.68
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Michel, Élizabeth",7-Dec,619,3885.12,2532.78,12079.4,5251.91
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Michel, Élizabeth",7-Oct,211,1325.49,864.12,4121.22,1791.83
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Vertemati, Gianni",7-Oct,394,2468.21,1609.04,7673.96,3336.5
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Walker, Janet",7-Apr,240,1508.36,983.31,4689.66,2038.98
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Walker, Janet",7-Jul,495,3108.08,2026.23,9663.5,4201.52
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Walker, Janet",7-Oct,124,777.03,506.55,2415.86,1050.37
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Winkler, Björn",7-Apr,320,2011.12,1311.09,6252.87,2718.64
GO Central Europe,Direct Marketing,Rope,Budget version 2,"Winkler, Björn",7-Oct,240,1508.36,983.31,4689.66,2038.98
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Jauvin, Étienne",7-Mar,350,525.63,342.68,1634.24,710.54
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Jauvin, Étienne",7-Oct,655,985.54,642.5,3064.16,1332.24
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Jever, Frank",7-Jun,204,306.6,199.9,953.3,414.48
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Jever, Frank",7-Oct,670,1007.43,656.77,3132.25,1361.85
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Kunze, Jörg",7-Jan,1108,1664.47,1085.11,5175.03,2250.01
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Lattrez, Yvette",7-Aug,219,328.5,214.17,1021.39,444.08
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Lattrez, Yvette",7-Jun,670,1007.43,656.77,3132.25,1361.85
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Lattrez, Yvette",7-Oct,175,262.82,171.32,817.12,355.27
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Sommer, Susanne",7-Aug,335,503.74,328.36,1566.15,680.93
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Vertemati, Gianni",7-Oct,175,262.82,171.32,817.12,355.27
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Walker, Janet",7-Jul,131,197.09,128.51,612.85,266.46
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Walker, Janet",7-Oct,131,197.09,128.51,612.85,266.46
GO Central Europe,Direct Marketing,Safety,Budget version 1,"Winkler, Björn",7-Jun,524,788.45,513.99,2451.36,1065.81
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Jauvin, Étienne",7-Mar,364,563.93,367.65,1753.38,762.34
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Jauvin, Étienne",7-Oct,678,1048.94,683.84,3261.3,1417.96
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Jever, Frank",7-Jun,211,327.07,213.23,1016.97,442.16
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Jever, Frank",7-Oct,699,1082.79,705.87,3366.49,1463.69
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Kunze, Jörg",7-Jan,1152,1782.06,1161.76,5540.71,2409
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Lattrez, Yvette",7-Aug,225,349.63,227.95,1087.11,472.66
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Lattrez, Yvette",7-Jun,699,1082.79,705.87,3366.49,1463.69
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Lattrez, Yvette",7-Oct,181,281.99,183.8,876.69,381.17
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Sommer, Susanne",7-Aug,350,541.37,352.93,1683.24,731.84
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Vertemati, Gianni",7-Oct,181,281.99,183.8,876.69,381.17
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Walker, Janet",7-Jul,139,214.3,139.7,666.27,289.68
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Walker, Janet",7-Oct,139,214.3,139.7,666.27,289.68
GO Central Europe,Direct Marketing,Safety,Budget version 2,"Winkler, Björn",7-Jun,546,845.92,551.45,2630.08,1143.51
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Browne, Emily",7-Jun,583,1255.58,818.55,3903.8,1697.3
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Clermont, Émile",7-Jun,116,251.13,163.69,780.78,339.47
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Jauvin, Étienne",7-Aug,335,721.96,470.65,2244.68,975.95
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Jever, Frank",7-Jun,598,1286.97,839.01,4001.41,1739.74
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Jever, Frank",7-Mar,670,1443.93,941.3,4489.36,1951.9
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Lattrez, Yvette",7-Aug,219,470.83,306.96,1463.95,636.5
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Lattrez, Yvette",7-Jun,438,941.7,613.92,2927.85,1272.98
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Lattrez, Yvette",7-Oct,219,470.83,306.96,1463.95,636.5
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Michel, Élizabeth",7-Dec,933,2008.93,1309.66,6246.09,2715.69
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Michel, Élizabeth",7-Oct,859,1851.97,1207.33,5758.14,2503.54
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Reed, Keith",7-Oct,466,1004.49,654.81,3123.07,1357.86
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Sommer, Susanne",7-Aug,305,659.18,429.72,2049.51,891.09
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Vertemati, Gianni",7-Oct,248,533.61,347.89,1659.12,721.36
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Walker, Janet",7-Apr,305,659.18,429.72,2049.51,891.09
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Walker, Janet",7-Jul,568,1224.18,798.08,3806.19,1654.87
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 1,"Walker, Janet",7-Oct,423,910.31,593.45,2830.24,1230.54
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 2,"Browne, Emily",7-Jun,604,1341.77,874.73,4171.7,1813.78
GO Central Europe,Direct Marketing,Sleeping Bags,Budget version 2,"Clermont, Émile",7-Jun,124,274.81,179.16,854.44,371.5
